NO ENTRY: Anglikanische Kirche St. Thomas Becket
NO ENTRY: Ätherwelle
NO ENTRY: Balkenhol-Figuren
NO ENTRY: Bergedorfer Mühle
NO ENTRY: Blaue Moschee
NO ENTRY: Boberger Dünen
NO ENTRY: Bootswerft Hamburg-Cranz
NO ENTRY: Bunker in Hamburg
NO ENTRY: Cruise Center HafenCity
NO ENTRY: Dammtor-Denkmäler
NO ENTRY: Dittsche-Imbiss
NO ENTRY: Erlöserkirche Hamburg-Lohbrügge
NO ENTRY: Finnische Seemanskirche
NO ENTRY: Fliegende Bauten
NO ENTRY: Forschungszentrum DESY
NO ENTRY: Gruner + Jahr Verlagshaus
NO ENTRY: Gustaf-Adolfs-Kirche
NO ENTRY: Harrys Hafenbasar
NO ENTRY: Heilige Dreieinigkeitskirche
NO ENTRY: Highflyer
NO ENTRY: Hochbahn Ringlinie
NO ENTRY: Hochhäuser in Hamburg
NO ENTRY: Hof Eggers
NO ENTRY: Holzhafen Hamburg
NO ENTRY: Hummel-Denkmal
NO ENTRY: Volksparkstadion (zuvor Imtech Arena)
NO ENTRY: Jacobikirche
NO ENTRY: Karoviertel
NO ENTRY: Kaufmann-Bunker
NO ENTRY: Lufthansa Technik AG
NO ENTRY: Matthias Claudius Denkmäler
NO ENTRY: Barclaycard Arena (zuvor o2 World)
NO ENTRY: Opernboulevard
NO ENTRY: Papst Johannes Paul II. Denkmal
NO ENTRY: Portugiesenviertel
NO ENTRY: Prokop-Kirche
NO ENTRY: Rathaus Hamburg
NO ENTRY: Schiller-Denkmal
NO ENTRY: Schloss Bergedorf
NO ENTRY: Spiegel Verlagshaus
NO ENTRY: St. Bernard Alstertal
NO ENTRY: St. Gertrud Uhlenhorst
NO ENTRY: St. Johannis Steilshoop
NO ENTRY: St. Joseph Altona
NO ENTRY: St. Marien Bergedorf
NO ENTRY: St. Nikolai Harvestehude
NO ENTRY: St. Pankratius Neufeld
NO ENTRY: St. Trinitatis Altona
NO ENTRY: St. Wilhelm Bramfeld
NO ENTRY: Stadtpark Norderstedt
NO ENTRY: Störtebeker Denkmal
NO ENTRY: Treppenviertel
NO ENTRY: U-Boot Museum
NO ENTRY: WasserForum
NO ENTRY: Wasserkunstinsel Kaltehofe
